impression_id,user_id,ad_id,campaign_id,impression_time,device_type
IMP-010969,FNP-U06089,AD-003,CMP-001,2026-02-10 18:17:59,Mobile
IMP-058824,FNP-U06632,AD-010,CMP-003,2026-01-02 21:07:03,Mobile
IMP-045341,FNP-U03839,AD-018,CMP-005,2026-02-03 13:48:41,Desktop
IMP-135590,FNP-U02609,AD-015,CMP-004,2026-01-06 00:43:38,Mobile
IMP-060128,FNP-U03831,AD-015,CMP-004,2026-03-20 13:45:36,Mobile
IMP-109149,FNP-U08767,AD-021,CMP-006,2026-02-19 18:23:23,Tablet
IMP-142576,FNP-U02207,AD-012,CMP-003,2026-02-20 13:07:33,Desktop
IMP-030724,FNP-U04389,AD-010,CMP-003,2026-03-11 13:46:06,Mobile
IMP-173818,FNP-U01605,AD-003,CMP-001,2026-02-01 18:00:29,Mobile
IMP-169298,FNP-U06181,AD-008,CMP-002,2026-01-15 18:59:37,Mobile
IMP-073934,FNP-U03037,AD-012,CMP-003,2026-03-09 13:20:59,Desktop
IMP-122700,FNP-U08360,AD-017,CMP-005,2026-03-22 09:12:06,Desktop
IMP-149751,FNP-U03767,AD-014,CMP-004,2026-03-31 13:51:43,Mobile
IMP-061497,FNP-U07171,AD-011,CMP-003,2026-03-24 21:31:47,Tablet
IMP-106410,FNP-U04364,AD-014,CMP-004,2026-01-23 18:13:08,Mobile
IMP-069792,FNP-U01341,AD-016,CMP-004,2026-01-02 18:01:26,Mobile
IMP-176552,FNP-U08381,AD-004,CMP-001,2026-03-24 09:42:19,Mobile
IMP-028593,FNP-U08193,AD-005,CMP-002,2026-01-02 13:42:35,Mobile
IMP-107938,FNP-U09139,AD-020,CMP-005,2026-03-07 13:07:29,Mobile
IMP-008645,FNP-U00382,AD-015,CMP-004,2026-01-07 09:16:58,Mobile
IMP-022875,FNP-U03749,AD-021,CMP-006,2026-03-15 09:37:12,Mobile
IMP-067129,FNP-U04498,AD-002,CMP-001,2026-01-03 21:16:26,Desktop
IMP-171075,FNP-U09365,AD-017,CMP-005,2026-03-29 13:28:21,Desktop
IMP-160205,FNP-U07185,AD-010,CMP-003,2026-01-26 09:51:01,Desktop
IMP-064501,FNP-U05708,AD-001,CMP-001,2026-01-01 18:25:58,Mobile
IMP-185894,FNP-U09221,AD-006,CMP-002,2026-02-20 13:13:34,Mobile
IMP-075606,FNP-U07150,AD-001,CMP-001,2026-03-25 18:37:00,Desktop
IMP-101968,FNP-U00437,AD-001,CMP-001,2026-02-17 09:10:14,Mobile
IMP-183739,FNP-U06152,AD-014,CMP-004,2026-03-19 09:08:53,Desktop
IMP-060555,FNP-U07469,AD-017,CMP-005,2026-02-23 13:44:52,Mobile
IMP-126453,FNP-U00901,AD-021,CMP-006,2026-02-01 00:56:09,Mobile
IMP-061252,FNP-U07684,AD-020,CMP-005,2026-02-09 09:46:31,Desktop
IMP-105232,FNP-U02428,AD-005,CMP-002,2026-03-30 21:54:44,Mobile
IMP-104674,FNP-U06818,AD-008,CMP-002,2026-01-29 00:07:12,Mobile
IMP-052120,FNP-U08485,AD-001,CMP-001,2026-03-24 18:07:43,Mobile
IMP-158226,FNP-U09181,AD-018,CMP-005,2026-01-31 18:18:46,Mobile
IMP-033592,FNP-U04951,AD-001,CMP-001,2026-03-08 18:41:30,Mobile
IMP-138841,FNP-U05632,AD-018,CMP-005,2026-03-23 13:49:35,Mobile
IMP-176232,FNP-U07208,AD-002,CMP-001,2026-01-23 13:48:49,Desktop
IMP-077651,FNP-U03709,AD-013,CMP-004,2026-02-22 18:18:53,Desktop
IMP-129119,FNP-U05600,AD-010,CMP-003,2026-03-28 21:18:09,Mobile
IMP-056116,FNP-U06441,AD-002,CMP-001,2026-02-20 00:37:01,Mobile
IMP-054245,FNP-U04332,AD-001,CMP-001,2026-02-12 18:32:33,Mobile
IMP-123279,FNP-U08708,AD-022,CMP-006,2026-03-16 18:59:27,Mobile
IMP-043979,FNP-U04999,AD-019,CMP-005,2026-02-12 13:14:14,Mobile
IMP-053003,FNP-U01670,AD-001,CMP-001,2026-01-15 09:00:50,Desktop
IMP-170244,FNP-U05462,AD-004,CMP-001,2026-02-17 21:55:30,Mobile
IMP-129125,FNP-U08572,AD-021,CMP-006,2026-02-03 13:12:26,Mobile
IMP-055924,FNP-U05215,AD-017,CMP-005,2026-02-01 21:18:44,Mobile
IMP-147979,FNP-U04159,AD-021,CMP-006,2026-03-15 13:15:48,Mobile
IMP-180818,FNP-U03249,AD-014,CMP-004,2026-01-21 13:39:21,Mobile
IMP-093087,FNP-U02813,AD-008,CMP-002,2026-01-13 00:06:23,Mobile
IMP-022602,FNP-U07187,AD-004,CMP-001,2026-02-15 13:28:56,Mobile
IMP-064342,FNP-U08834,AD-004,CMP-001,2026-01-22 18:27:05,Mobile
IMP-095841,FNP-U08839,AD-017,CMP-005,2026-02-19 09:52:47,Mobile
IMP-108144,FNP-U01872,AD-013,CMP-004,2026-01-17 09:32:35,Mobile
IMP-002411,FNP-U00603,AD-013,CMP-004,2026-02-01 06:40:33,Desktop
IMP-012539,FNP-U03957,AD-004,CMP-001,2026-02-08 09:22:43,Mobile
IMP-053374,FNP-U09437,AD-005,CMP-002,2026-03-24 13:02:21,Mobile
IMP-087597,FNP-U03250,AD-015,CMP-004,2026-01-11 06:58:26,Mobile
IMP-166244,FNP-U07073,AD-008,CMP-002,2026-03-07 21:05:10,Mobile
IMP-169922,FNP-U00765,AD-005,CMP-002,2026-03-10 18:03:43,Mobile
IMP-108731,FNP-U04405,AD-006,CMP-002,2026-02-25 09:58:43,Mobile
IMP-187314,FNP-U05169,AD-010,CMP-003,2026-03-17 18:36:24,Mobile
IMP-070135,FNP-U09922,AD-009,CMP-003,2026-02-01 18:39:57,Mobile
IMP-137824,FNP-U06455,AD-017,CMP-005,2026-02-12 21:04:28,Mobile
IMP-033849,FNP-U06587,AD-010,CMP-003,2026-01-06 09:21:33,Desktop
IMP-093966,FNP-U09826,AD-017,CMP-005,2026-01-15 09:23:29,Desktop
IMP-089032,FNP-U01845,AD-010,CMP-003,2026-01-12 18:30:04,Desktop
IMP-070572,FNP-U03939,AD-013,CMP-004,2026-03-08 13:31:01,Tablet
IMP-130904,FNP-U01888,AD-003,CMP-001,2026-02-05 06:17:47,Mobile
IMP-074572,FNP-U02279,AD-006,CMP-002,2026-01-13 09:52:55,Mobile
IMP-002920,FNP-U02311,AD-007,CMP-002,2026-01-23 13:51:45,Mobile
IMP-043909,FNP-U06204,AD-002,CMP-001,2026-02-18 13:41:52,Mobile
IMP-193896,FNP-U03141,AD-021,CMP-006,2026-03-11 13:04:09,Mobile
IMP-028870,FNP-U02957,AD-005,CMP-002,2026-03-31 06:31:30,Mobile
IMP-002369,FNP-U08078,AD-003,CMP-001,2026-02-09 18:39:32,Mobile
IMP-070158,FNP-U01592,AD-001,CMP-001,2026-01-30 13:20:57,Desktop
IMP-045662,FNP-U00209,AD-015,CMP-004,2026-03-17 00:39:38,Mobile
IMP-135662,FNP-U02438,AD-021,CMP-006,2026-02-05 06:18:03,Mobile
IMP-043911,FNP-U00820,AD-018,CMP-005,2026-03-16 00:35:24,Desktop
IMP-091147,FNP-U02864,AD-013,CMP-004,2026-03-23 13:40:21,Mobile
IMP-134095,FNP-U08227,AD-014,CMP-004,2026-02-09 09:07:14,Mobile
IMP-122366,FNP-U07309,AD-011,CMP-003,2026-02-02 13:16:53,Mobile
IMP-041443,FNP-U04191,AD-010,CMP-003,2026-03-22 18:47:45,Mobile
IMP-063154,FNP-U07107,AD-020,CMP-005,2026-01-24 18:06:17,Mobile
IMP-056936,FNP-U05996,AD-017,CMP-005,2026-02-10 18:31:54,Mobile
IMP-082869,FNP-U04453,AD-006,CMP-002,2026-03-15 00:20:08,Desktop
IMP-109189,FNP-U06020,AD-013,CMP-004,2026-01-13 13:31:35,Desktop
IMP-000703,FNP-U02042,AD-013,CMP-004,2026-03-25 06:32:03,Mobile
IMP-130981,FNP-U01634,AD-001,CMP-001,2026-01-05 13:39:19,Mobile
IMP-001873,FNP-U02180,AD-013,CMP-004,2026-01-14 21:12:43,Mobile
IMP-019872,FNP-U04683,AD-005,CMP-002,2026-01-04 09:22:16,Mobile
IMP-146796,FNP-U07493,AD-017,CMP-005,2026-02-09 21:44:35,Desktop
IMP-091392,FNP-U07097,AD-004,CMP-001,2026-02-06 06:57:24,Tablet
IMP-027900,FNP-U03812,AD-019,CMP-005,2026-02-12 06:32:15,Mobile
IMP-038132,FNP-U02645,AD-015,CMP-004,2026-01-18 06:36:50,Mobile
IMP-063301,FNP-U09197,AD-009,CMP-003,2026-01-26 21:02:15,Desktop
IMP-044675,FNP-U08518,AD-017,CMP-005,2026-03-17 06:46:43,Desktop
IMP-060660,FNP-U03664,AD-014,CMP-004,2026-03-13 00:45:55,Mobile
IMP-073165,FNP-U01918,AD-017,CMP-005,2026-02-25 09:19:59,Mobile
IMP-063021,FNP-U02045,AD-011,CMP-003,2026-03-24 13:08:12,Mobile
IMP-138262,FNP-U08225,AD-021,CMP-006,2026-01-19 13:28:18,Mobile
IMP-126590,FNP-U04045,AD-020,CMP-005,2026-03-16 06:14:40,Mobile
IMP-199987,FNP-U05660,AD-001,CMP-001,2026-03-09 00:16:43,Desktop
IMP-167065,FNP-U07226,AD-007,CMP-002,2026-01-25 09:26:48,Mobile
IMP-138365,FNP-U08724,AD-017,CMP-005,2026-02-25 00:33:15,Mobile
IMP-047443,FNP-U08219,AD-004,CMP-001,2026-03-04 13:50:14,Mobile
IMP-151588,FNP-U08171,AD-004,CMP-001,2026-03-07 09:20:21,Mobile
IMP-169119,FNP-U08736,AD-002,CMP-001,2026-02-07 21:52:33,Desktop
IMP-038381,FNP-U00704,AD-024,CMP-006,2026-02-10 13:28:00,Mobile
IMP-075851,FNP-U03356,AD-003,CMP-001,2026-01-07 09:22:12,Mobile
IMP-162779,FNP-U03958,AD-014,CMP-004,2026-03-02 00:15:01,Desktop
IMP-144751,FNP-U00562,AD-003,CMP-001,2026-01-04 06:43:50,Desktop
IMP-117127,FNP-U06540,AD-010,CMP-003,2026-01-30 13:23:57,Desktop
IMP-177519,FNP-U03585,AD-009,CMP-003,2026-01-16 18:45:41,Mobile
IMP-019099,FNP-U03699,AD-003,CMP-001,2026-03-15 06:24:56,Mobile
IMP-060369,FNP-U07494,AD-015,CMP-004,2026-02-07 21:23:10,Mobile
IMP-164784,FNP-U01609,AD-011,CMP-003,2026-01-20 09:41:37,Mobile
IMP-196451,FNP-U05237,AD-010,CMP-003,2026-01-20 09:40:31,Mobile
IMP-042772,FNP-U01955,AD-019,CMP-005,2026-02-17 13:33:10,Desktop
IMP-183194,FNP-U08254,AD-010,CMP-003,2026-03-08 09:29:01,Mobile
IMP-107339,FNP-U01332,AD-012,CMP-003,2026-03-11 13:01:04,Mobile
IMP-051267,FNP-U02094,AD-023,CMP-006,2026-01-06 00:58:05,Mobile
IMP-154866,FNP-U08792,AD-010,CMP-003,2026-01-03 18:03:23,Mobile
IMP-149937,FNP-U08234,AD-010,CMP-003,2026-01-19 18:09:08,Desktop
IMP-067081,FNP-U07310,AD-004,CMP-001,2026-02-18 21:41:37,Tablet
IMP-012291,FNP-U01601,AD-001,CMP-001,2026-02-11 13:29:24,Mobile
IMP-126780,FNP-U08974,AD-021,CMP-006,2026-01-02 09:57:09,Desktop
IMP-068426,FNP-U08620,AD-001,CMP-001,2026-02-16 09:33:14,Mobile
IMP-054811,FNP-U06171,AD-017,CMP-005,2026-01-19 18:49:18,Mobile
IMP-142868,FNP-U09773,AD-012,CMP-003,2026-02-10 00:27:07,Mobile
IMP-162109,FNP-U09555,AD-021,CMP-006,2026-01-19 18:48:10,Mobile
IMP-136788,FNP-U02942,AD-005,CMP-002,2026-01-02 21:39:31,Desktop
IMP-003547,FNP-U00781,AD-004,CMP-001,2026-01-10 13:29:53,Mobile
IMP-020934,FNP-U02563,AD-006,CMP-002,2026-02-07 06:47:41,Mobile
IMP-149450,FNP-U00469,AD-021,CMP-006,2026-02-08 18:28:33,Mobile
IMP-055190,FNP-U07591,AD-010,CMP-003,2026-03-16 21:12:51,Mobile
IMP-108112,FNP-U04807,AD-001,CMP-001,2026-03-30 18:01:05,Mobile
IMP-155978,FNP-U09135,AD-005,CMP-002,2026-02-04 13:44:23,Mobile
IMP-136776,FNP-U06036,AD-013,CMP-004,2026-01-21 13:34:13,Mobile
IMP-001981,FNP-U02714,AD-010,CMP-003,2026-03-29 21:15:54,Mobile
IMP-016119,FNP-U07482,AD-012,CMP-003,2026-02-28 13:14:28,Mobile
IMP-060286,FNP-U00471,AD-001,CMP-001,2026-03-23 13:20:31,Mobile
IMP-000101,FNP-U01621,AD-001,CMP-001,2026-03-14 09:57:29,Mobile
IMP-159052,FNP-U00550,AD-001,CMP-001,2026-01-01 13:03:29,Mobile
IMP-084887,FNP-U06023,AD-018,CMP-005,2026-02-16 09:07:11,Mobile
IMP-088181,FNP-U04089,AD-021,CMP-006,2026-02-26 13:54:49,Mobile
IMP-098677,FNP-U06710,AD-015,CMP-004,2026-03-07 18:51:55,Mobile
IMP-125096,FNP-U06099,AD-017,CMP-005,2026-03-01 13:26:01,Mobile
IMP-057521,FNP-U03800,AD-001,CMP-001,2026-03-05 13:56:12,Mobile
IMP-045393,FNP-U07846,AD-015,CMP-004,2026-02-18 18:00:01,Mobile
IMP-033827,FNP-U02541,AD-017,CMP-005,2026-02-06 13:14:56,Mobile
IMP-000862,FNP-U07095,AD-017,CMP-005,2026-02-17 13:01:46,Desktop
IMP-094512,FNP-U05237,AD-016,CMP-004,2026-02-18 13:41:55,Mobile
IMP-078454,FNP-U03317,AD-016,CMP-004,2026-03-23 21:23:18,Desktop
IMP-143014,FNP-U00348,AD-015,CMP-004,2026-02-19 18:48:27,Mobile
IMP-037183,FNP-U04766,AD-001,CMP-001,2026-01-12 21:21:28,Mobile
IMP-013282,FNP-U09822,AD-014,CMP-004,2026-01-09 13:50:19,Mobile
IMP-168792,FNP-U03991,AD-002,CMP-001,2026-01-07 18:09:56,Mobile
IMP-086895,FNP-U00807,AD-004,CMP-001,2026-01-02 13:53:28,Mobile
IMP-111744,FNP-U09879,AD-009,CMP-003,2026-01-02 13:53:15,Mobile
IMP-187352,FNP-U05489,AD-015,CMP-004,2026-01-05 18:59:12,Desktop
IMP-141239,FNP-U05321,AD-008,CMP-002,2026-01-21 18:02:48,Mobile
IMP-160919,FNP-U01920,AD-017,CMP-005,2026-01-09 13:22:33,Desktop
IMP-108500,FNP-U07303,AD-008,CMP-002,2026-02-23 13:37:01,Mobile
IMP-158531,FNP-U08157,AD-003,CMP-001,2026-03-11 13:58:02,Desktop
IMP-099706,FNP-U00605,AD-009,CMP-003,2026-03-13 09:00:06,Mobile
IMP-044696,FNP-U07764,AD-013,CMP-004,2026-03-06 09:47:12,Mobile
IMP-083683,FNP-U05340,AD-010,CMP-003,2026-03-27 13:27:52,Desktop
IMP-182131,FNP-U08985,AD-004,CMP-001,2026-01-14 13:00:41,Mobile
IMP-033488,FNP-U08302,AD-009,CMP-003,2026-02-11 09:54:56,Mobile
IMP-069428,FNP-U00296,AD-007,CMP-002,2026-02-17 13:05:59,Desktop
IMP-072741,FNP-U00264,AD-011,CMP-003,2026-03-20 18:42:03,Mobile
IMP-081799,FNP-U02393,AD-019,CMP-005,2026-02-16 13:51:42,Mobile
IMP-151621,FNP-U07387,AD-017,CMP-005,2026-03-25 21:52:10,Desktop
IMP-190179,FNP-U01706,AD-014,CMP-004,2026-03-11 13:12:19,Mobile
IMP-149371,FNP-U05669,AD-010,CMP-003,2026-03-17 13:27:46,Desktop
IMP-143415,FNP-U00385,AD-015,CMP-004,2026-02-08 09:01:12,Mobile
IMP-169270,FNP-U06862,AD-015,CMP-004,2026-02-19 21:19:51,Desktop
IMP-108527,FNP-U04195,AD-001,CMP-001,2026-02-11 13:25:36,Mobile
IMP-144784,FNP-U02335,AD-005,CMP-002,2026-02-11 21:22:12,Mobile
IMP-156712,FNP-U07970,AD-013,CMP-004,2026-02-15 09:35:42,Mobile
IMP-052868,FNP-U04440,AD-011,CMP-003,2026-01-15 21:03:27,Mobile
IMP-055263,FNP-U09359,AD-008,CMP-002,2026-01-31 13:44:35,Mobile
IMP-099060,FNP-U03799,AD-006,CMP-002,2026-01-07 00:13:18,Mobile
IMP-136785,FNP-U03633,AD-008,CMP-002,2026-02-11 00:42:23,Mobile
IMP-157127,FNP-U07429,AD-012,CMP-003,2026-03-16 00:45:09,Desktop
IMP-176854,FNP-U08564,AD-005,CMP-002,2026-02-21 18:24:04,Desktop
IMP-096163,FNP-U03360,AD-013,CMP-004,2026-01-14 09:57:49,Mobile
IMP-117326,FNP-U00368,AD-011,CMP-003,2026-01-24 18:15:13,Mobile
IMP-179767,FNP-U07624,AD-016,CMP-004,2026-03-24 13:14:01,Desktop
IMP-078161,FNP-U04051,AD-010,CMP-003,2026-01-26 06:32:23,Desktop
IMP-175838,FNP-U08574,AD-010,CMP-003,2026-02-02 00:05:17,Mobile
IMP-148909,FNP-U07579,AD-013,CMP-004,2026-01-05 18:05:25,Desktop
IMP-144447,FNP-U07269,AD-017,CMP-005,2026-03-23 13:39:44,Mobile
IMP-157678,FNP-U06159,AD-002,CMP-001,2026-01-21 13:45:11,Mobile
IMP-047374,FNP-U03589,AD-006,CMP-002,2026-01-11 13:41:41,Tablet
IMP-062668,FNP-U03901,AD-011,CMP-003,2026-03-04 18:56:34,Desktop
IMP-109058,FNP-U05102,AD-006,CMP-002,2026-03-21 09:04:16,Mobile
IMP-128643,FNP-U01586,AD-021,CMP-006,2026-01-10 06:00:15,Tablet
IMP-034293,FNP-U08126,AD-017,CMP-005,2026-01-10 13:41:11,Mobile
IMP-133403,FNP-U07235,AD-010,CMP-003,2026-03-04 13:58:09,Mobile
IMP-063629,FNP-U01047,AD-002,CMP-001,2026-03-14 21:44:21,Mobile
IMP-032444,FNP-U05183,AD-005,CMP-002,2026-02-20 09:19:53,Mobile
IMP-049670,FNP-U04584,AD-001,CMP-001,2026-02-17 06:06:56,Desktop
IMP-178090,FNP-U09519,AD-008,CMP-002,2026-02-07 09:11:55,Mobile
IMP-087986,FNP-U09969,AD-005,CMP-002,2026-02-19 21:31:10,Mobile
IMP-190340,FNP-U03873,AD-015,CMP-004,2026-03-10 13:35:38,Desktop
IMP-076413,FNP-U08547,AD-007,CMP-002,2026-01-19 13:59:39,Mobile
IMP-039237,FNP-U07498,AD-021,CMP-006,2026-03-11 21:00:54,Mobile
IMP-075218,FNP-U03797,AD-015,CMP-004,2026-02-01 18:43:27,Desktop
IMP-173424,FNP-U06386,AD-017,CMP-005,2026-01-11 09:54:51,Mobile
IMP-116687,FNP-U02898,AD-002,CMP-001,2026-03-10 18:00:10,Mobile
IMP-136073,FNP-U03373,AD-008,CMP-002,2026-01-29 09:28:59,Mobile
IMP-005437,FNP-U07001,AD-006,CMP-002,2026-03-14 18:54:51,Mobile
IMP-110604,FNP-U05467,AD-008,CMP-002,2026-02-08 06:25:29,Mobile
IMP-085915,FNP-U02059,AD-003,CMP-001,2026-02-15 18:15:54,Desktop
IMP-133388,FNP-U05262,AD-014,CMP-004,2026-03-26 18:14:28,Desktop
IMP-058254,FNP-U00973,AD-021,CMP-006,2026-03-20 13:20:50,Desktop
IMP-114670,FNP-U09087,AD-003,CMP-001,2026-02-22 06:25:42,Mobile
IMP-064703,FNP-U04544,AD-003,CMP-001,2026-03-18 21:51:54,Desktop
IMP-081494,FNP-U09703,AD-017,CMP-005,2026-02-24 21:04:26,Mobile
IMP-146160,FNP-U04390,AD-012,CMP-003,2026-01-10 21:30:40,Mobile
IMP-032698,FNP-U02393,AD-007,CMP-002,2026-02-14 18:30:15,Desktop
IMP-194252,FNP-U09487,AD-009,CMP-003,2026-02-19 18:45:36,Mobile
IMP-170423,FNP-U08909,AD-021,CMP-006,2026-03-08 13:22:55,Mobile
IMP-119285,FNP-U08675,AD-013,CMP-004,2026-01-31 09:16:32,Mobile
IMP-020257,FNP-U03623,AD-018,CMP-005,2026-02-10 13:39:20,Mobile
IMP-047571,FNP-U05769,AD-013,CMP-004,2026-01-02 06:25:46,Mobile
IMP-162881,FNP-U09381,AD-005,CMP-002,2026-01-22 00:47:07,Mobile
IMP-070327,FNP-U02811,AD-015,CMP-004,2026-03-24 13:06:40,Mobile
IMP-087428,FNP-U00348,AD-014,CMP-004,2026-02-04 21:17:42,Mobile
IMP-033616,FNP-U01629,AD-011,CMP-003,2026-01-29 18:35:26,Mobile
IMP-049344,FNP-U06428,AD-015,CMP-004,2026-01-09 21:23:49,Mobile
IMP-194083,FNP-U02132,AD-014,CMP-004,2026-01-05 13:43:17,Tablet
IMP-129708,FNP-U09887,AD-014,CMP-004,2026-02-03 13:59:20,Mobile
IMP-172044,FNP-U08090,AD-015,CMP-004,2026-02-25 18:25:27,Mobile
IMP-128076,FNP-U04290,AD-004,CMP-001,2026-01-10 09:45:29,Desktop
IMP-177199,FNP-U04034,AD-021,CMP-006,2026-01-29 09:24:08,Mobile
IMP-129656,FNP-U03286,AD-019,CMP-005,2026-02-28 09:42:07,Desktop
IMP-183903,FNP-U08680,AD-017,CMP-005,2026-02-13 21:40:22,Desktop
IMP-005021,FNP-U06752,AD-016,CMP-004,2026-02-07 18:23:39,Mobile
IMP-151095,FNP-U01760,AD-023,CMP-006,2026-01-04 09:53:27,Desktop
IMP-059216,FNP-U01109,AD-005,CMP-002,2026-01-10 06:21:23,Mobile
IMP-104920,FNP-U00655,AD-005,CMP-002,2026-01-06 06:04:13,Mobile
IMP-025497,FNP-U03715,AD-008,CMP-002,2026-03-22 13:57:14,Desktop
IMP-072031,FNP-U01829,AD-021,CMP-006,2026-02-05 13:01:52,Mobile
IMP-148758,FNP-U04361,AD-006,CMP-002,2026-03-05 18:24:33,Mobile
IMP-028434,FNP-U07401,AD-003,CMP-001,2026-02-24 18:09:17,Mobile
IMP-195569,FNP-U02354,AD-004,CMP-001,2026-02-02 13:41:51,Mobile
IMP-037511,FNP-U00278,AD-015,CMP-004,2026-03-28 21:20:45,Mobile
IMP-173505,FNP-U00791,AD-005,CMP-002,2026-02-10 09:13:00,Mobile
IMP-191269,FNP-U02123,AD-003,CMP-001,2026-03-29 18:01:19,Mobile
IMP-085648,FNP-U07408,AD-015,CMP-004,2026-02-28 21:46:55,Desktop
IMP-023119,FNP-U08481,AD-007,CMP-002,2026-03-28 13:45:11,Desktop
IMP-106764,FNP-U04585,AD-006,CMP-002,2026-03-01 13:27:52,Mobile
IMP-069439,FNP-U05653,AD-018,CMP-005,2026-01-15 06:06:13,Mobile
IMP-123445,FNP-U02943,AD-015,CMP-004,2026-03-20 00:42:36,Desktop
IMP-128153,FNP-U08055,AD-007,CMP-002,2026-01-07 13:11:35,Mobile
IMP-141118,FNP-U02855,AD-008,CMP-002,2026-03-06 21:05:00,Desktop
IMP-148770,FNP-U04516,AD-022,CMP-006,2026-01-09 21:11:44,Mobile
IMP-158500,FNP-U01508,AD-004,CMP-001,2026-03-18 18:30:04,Desktop
IMP-051354,FNP-U03769,AD-005,CMP-002,2026-03-10 18:43:46,Desktop
IMP-101029,FNP-U02040,AD-010,CMP-003,2026-02-28 09:55:10,Mobile
IMP-006795,FNP-U03165,AD-002,CMP-001,2026-03-08 09:21:33,Mobile
IMP-014018,FNP-U09986,AD-008,CMP-002,2026-01-11 18:10:49,Desktop
IMP-144629,FNP-U06646,AD-011,CMP-003,2026-02-07 21:24:20,Mobile
IMP-140583,FNP-U06208,AD-005,CMP-002,2026-01-10 09:00:48,Mobile
IMP-053473,FNP-U04900,AD-009,CMP-003,2026-02-21 09:01:41,Desktop
IMP-172840,FNP-U09601,AD-005,CMP-002,2026-03-21 09:17:21,Desktop
IMP-079897,FNP-U06242,AD-008,CMP-002,2026-01-24 13:30:03,Desktop
IMP-139830,FNP-U08062,AD-004,CMP-001,2026-01-27 18:06:33,Mobile
IMP-035199,FNP-U09656,AD-001,CMP-001,2026-01-27 18:01:19,Mobile
IMP-161137,FNP-U07212,AD-017,CMP-005,2026-01-31 09:14:18,Desktop
IMP-084652,FNP-U08875,AD-021,CMP-006,2026-01-17 21:07:36,Mobile
IMP-156638,FNP-U06772,AD-007,CMP-002,2026-01-19 09:50:39,Desktop
IMP-050916,FNP-U09480,AD-008,CMP-002,2026-01-01 09:16:23,Tablet
IMP-055931,FNP-U00205,AD-001,CMP-001,2026-01-18 13:01:34,Desktop
IMP-045578,FNP-U04809,AD-002,CMP-001,2026-01-05 13:54:00,Mobile
IMP-020942,FNP-U08897,AD-004,CMP-001,2026-01-03 06:32:56,Mobile
IMP-117196,FNP-U06900,AD-017,CMP-005,2026-03-06 21:42:24,Desktop
IMP-065529,FNP-U01956,AD-022,CMP-006,2026-03-03 21:55:47,Mobile
IMP-145512,FNP-U08863,AD-001,CMP-001,2026-02-06 13:10:04,Tablet
IMP-023664,FNP-U06750,AD-008,CMP-002,2026-03-06 18:06:26,Tablet
IMP-182658,FNP-U04719,AD-008,CMP-002,2026-02-20 00:40:29,Mobile
IMP-017046,FNP-U02195,AD-022,CMP-006,2026-01-31 09:31:54,Mobile
IMP-120691,FNP-U04539,AD-021,CMP-006,2026-03-09 21:44:07,Mobile
IMP-042973,FNP-U08313,AD-009,CMP-003,2026-03-23 13:03:03,Tablet
IMP-113432,FNP-U03950,AD-006,CMP-002,2026-01-20 09:53:08,Mobile
IMP-016280,FNP-U09728,AD-010,CMP-003,2026-02-05 21:58:15,Mobile
IMP-060459,FNP-U01261,AD-012,CMP-003,2026-03-18 09:54:20,Mobile
IMP-105896,FNP-U08694,AD-010,CMP-003,2026-01-23 13:04:48,Mobile
IMP-018097,FNP-U04290,AD-022,CMP-006,2026-02-07 09:35:28,Mobile
IMP-130309,FNP-U01259,AD-001,CMP-001,2026-02-23 13:20:39,Mobile
IMP-052517,FNP-U08668,AD-021,CMP-006,2026-01-01 18:01:55,Mobile
IMP-134882,FNP-U04389,AD-009,CMP-003,2026-03-20 18:11:00,Mobile
IMP-005194,FNP-U05012,AD-008,CMP-002,2026-03-12 18:41:26,Mobile
IMP-074496,FNP-U05516,AD-013,CMP-004,2026-03-29 06:32:43,Mobile
IMP-155905,FNP-U05499,AD-008,CMP-002,2026-03-08 18:46:38,Mobile
IMP-012948,FNP-U04674,AD-022,CMP-006,2026-03-04 09:30:13,Desktop
IMP-129611,FNP-U09081,AD-013,CMP-004,2026-01-22 09:23:28,Mobile
IMP-125685,FNP-U09972,AD-011,CMP-003,2026-01-26 21:57:38,Mobile
IMP-119788,FNP-U05198,AD-017,CMP-005,2026-03-20 13:19:14,Mobile
IMP-007394,FNP-U00078,AD-017,CMP-005,2026-02-08 13:51:30,Mobile
IMP-129020,FNP-U07860,AD-014,CMP-004,2026-02-07 18:20:29,Mobile
IMP-119892,FNP-U01654,AD-022,CMP-006,2026-02-01 09:47:01,Mobile
IMP-125844,FNP-U05914,AD-010,CMP-003,2026-01-24 09:38:27,Desktop
IMP-102017,FNP-U00589,AD-005,CMP-002,2026-03-27 13:10:06,Desktop
IMP-192835,FNP-U03405,AD-014,CMP-004,2026-01-28 21:34:20,Desktop
IMP-030853,FNP-U02367,AD-002,CMP-001,2026-01-19 18:25:15,Mobile
IMP-151893,FNP-U04058,AD-001,CMP-001,2026-02-03 09:43:32,Mobile
IMP-109324,FNP-U04645,AD-017,CMP-005,2026-03-08 21:31:29,Mobile
IMP-135542,FNP-U06187,AD-008,CMP-002,2026-03-11 18:14:33,Mobile
IMP-021980,FNP-U00525,AD-005,CMP-002,2026-02-11 13:17:00,Mobile
IMP-187173,FNP-U09735,AD-014,CMP-004,2026-01-27 09:07:18,Mobile
IMP-129981,FNP-U03576,AD-002,CMP-001,2026-03-08 13:16:51,Desktop
