engagement_id,impression_id,user_id,ad_id,campaign_id,engagement_type,time_spent_seconds,scroll_depth_percent,interaction_count,engagement_timestamp
ENG-030805,IMP-069358,FNP-U09503,AD-001,CMP-001,video_watch,108,83,1,2026-02-20 18:50:21
ENG-059212,IMP-100818,FNP-U09503,AD-005,CMP-002,hover,3,6,2,2026-03-13 13:55:51
ENG-019961,IMP-076632,FNP-U09503,AD-001,CMP-001,click,2,21,1,2026-03-31 14:00:35
ENG-049257,IMP-105578,FNP-U09504,AD-013,CMP-004,hover,18,2,2,2026-01-10 13:45:31
ENG-045297,IMP-006029,FNP-U09504,AD-008,CMP-002,hover,16,4,1,2026-01-13 21:33:56
ENG-085571,IMP-020776,FNP-U09504,AD-016,CMP-004,hover,19,0,2,2026-01-14 21:42:12
ENG-010509,IMP-020717,FNP-U09504,AD-016,CMP-004,hover,15,20,1,2026-01-26 18:54:59
ENG-041243,IMP-055775,FNP-U09504,AD-014,CMP-004,hover,20,8,1,2026-01-27 18:10:09
ENG-022457,IMP-097216,FNP-U09504,AD-001,CMP-001,click,9,11,1,2026-02-08 21:22:45
ENG-008681,IMP-093680,FNP-U09504,AD-018,CMP-005,click,1,59,1,2026-02-09 18:45:38
ENG-041669,IMP-187847,FNP-U09504,AD-017,CMP-005,scroll,13,74,1,2026-02-09 21:39:33
ENG-051274,IMP-098310,FNP-U09504,AD-016,CMP-004,click,4,57,1,2026-02-17 09:44:14
ENG-015422,IMP-047646,FNP-U09504,AD-007,CMP-002,click,7,42,1,2026-03-08 13:26:13
ENG-028822,IMP-162990,FNP-U09504,AD-004,CMP-001,scroll,36,69,2,2026-03-10 06:40:29
ENG-075276,IMP-019491,FNP-U09504,AD-006,CMP-002,click,2,48,1,2026-03-26 13:04:58
ENG-075825,IMP-165027,FNP-U09505,AD-013,CMP-004,hover,4,5,2,2026-01-08 14:00:06
ENG-080265,IMP-069648,FNP-U09505,AD-004,CMP-001,hover,7,9,1,2026-01-12 13:05:57
ENG-059904,IMP-062964,FNP-U09505,AD-017,CMP-005,scroll,44,51,1,2026-01-19 18:33:59
ENG-057639,IMP-033320,FNP-U09505,AD-004,CMP-001,click,8,57,1,2026-01-29 00:27:37
ENG-084660,IMP-026418,FNP-U09505,AD-012,CMP-003,click,4,24,1,2026-02-05 06:25:24
ENG-009022,IMP-008097,FNP-U09505,AD-012,CMP-003,scroll,45,46,2,2026-02-19 21:45:02
ENG-054789,IMP-085271,FNP-U09505,AD-009,CMP-003,click,7,14,1,2026-03-05 09:51:16
ENG-035169,IMP-167162,FNP-U09505,AD-013,CMP-004,click,5,16,1,2026-03-05 21:04:23
ENG-010621,IMP-195571,FNP-U09505,AD-010,CMP-003,scroll,110,40,1,2026-03-09 21:10:02
ENG-054205,IMP-049027,FNP-U09505,AD-012,CMP-003,scroll,58,61,3,2026-03-18 13:10:34
ENG-080191,IMP-176998,FNP-U09505,AD-008,CMP-002,click,1,11,1,2026-03-20 13:33:26
ENG-058694,IMP-106584,FNP-U09505,AD-007,CMP-002,click,3,45,1,2026-03-30 19:04:06
ENG-043275,IMP-116760,FNP-U09506,AD-010,CMP-003,click,6,35,1,2026-01-11 13:23:04
ENG-086541,IMP-155859,FNP-U09506,AD-013,CMP-004,hover,5,14,1,2026-01-24 09:26:06
ENG-089025,IMP-015989,FNP-U09506,AD-005,CMP-002,click,5,13,1,2026-01-26 09:35:33
ENG-068264,IMP-156792,FNP-U09506,AD-006,CMP-002,video_watch,233,65,2,2026-01-30 21:41:42
ENG-098685,IMP-170960,FNP-U09506,AD-022,CMP-006,click,9,48,1,2026-02-08 21:35:01
ENG-002589,IMP-123967,FNP-U09506,AD-015,CMP-004,click,4,42,1,2026-02-12 13:35:00
ENG-041492,IMP-008595,FNP-U09506,AD-020,CMP-005,scroll,116,42,3,2026-02-22 21:45:17
ENG-083005,IMP-049191,FNP-U09506,AD-010,CMP-003,hover,5,15,2,2026-03-19 09:18:22
ENG-061163,IMP-106067,FNP-U09506,AD-007,CMP-002,click,3,40,1,2026-03-25 09:27:10
ENG-074793,IMP-140238,FNP-U09507,AD-001,CMP-001,video_watch,93,59,1,2026-01-06 13:45:04
ENG-026950,IMP-164360,FNP-U09507,AD-004,CMP-001,hover,16,7,1,2026-01-08 18:13:58
ENG-050532,IMP-061696,FNP-U09507,AD-017,CMP-005,video_watch,158,32,2,2026-01-16 13:35:19
ENG-084583,IMP-043019,FNP-U09507,AD-019,CMP-005,video_watch,255,29,1,2026-01-26 19:01:09
ENG-069142,IMP-069953,FNP-U09507,AD-016,CMP-004,click,7,40,1,2026-02-15 21:11:49
ENG-060613,IMP-185198,FNP-U09507,AD-003,CMP-001,hover,13,14,1,2026-02-23 21:44:58
ENG-015611,IMP-052386,FNP-U09507,AD-015,CMP-004,click,9,19,1,2026-02-24 09:08:33
ENG-038623,IMP-006983,FNP-U09507,AD-001,CMP-001,video_watch,133,37,1,2026-03-15 13:37:25
ENG-072986,IMP-096511,FNP-U09507,AD-011,CMP-003,scroll,50,94,1,2026-03-29 13:07:26
ENG-077178,IMP-008633,FNP-U09508,AD-001,CMP-001,click,7,34,1,2026-01-01 06:50:10
ENG-091175,IMP-089711,FNP-U09508,AD-004,CMP-001,scroll,78,60,1,2026-01-02 14:02:20
ENG-046477,IMP-107515,FNP-U09508,AD-015,CMP-004,click,6,12,1,2026-01-14 18:02:41
ENG-093953,IMP-080463,FNP-U09508,AD-003,CMP-001,click,5,51,1,2026-01-30 21:49:57
ENG-079423,IMP-056449,FNP-U09508,AD-008,CMP-002,click,8,54,1,2026-02-02 09:32:27
ENG-027620,IMP-001758,FNP-U09508,AD-017,CMP-005,click,8,45,1,2026-02-04 09:42:33
ENG-021219,IMP-142480,FNP-U09508,AD-017,CMP-005,scroll,73,64,1,2026-02-08 09:27:14
ENG-013082,IMP-115415,FNP-U09508,AD-007,CMP-002,hover,18,4,2,2026-02-08 21:31:13
ENG-087401,IMP-095171,FNP-U09508,AD-017,CMP-005,click,6,54,1,2026-02-10 06:32:46
ENG-021726,IMP-084373,FNP-U09508,AD-011,CMP-003,scroll,11,98,1,2026-02-10 13:52:25
ENG-045274,IMP-057352,FNP-U09508,AD-007,CMP-002,click,8,20,1,2026-02-19 21:41:18
ENG-062531,IMP-006753,FNP-U09508,AD-017,CMP-005,click,9,28,1,2026-02-20 18:15:42
ENG-079477,IMP-126070,FNP-U09508,AD-015,CMP-004,hover,10,11,1,2026-02-21 21:12:42
ENG-057547,IMP-081205,FNP-U09508,AD-012,CMP-003,scroll,98,71,1,2026-03-13 09:35:44
ENG-058154,IMP-133808,FNP-U09509,AD-010,CMP-003,scroll,89,45,3,2026-01-19 13:16:52
ENG-039705,IMP-176150,FNP-U09509,AD-003,CMP-001,click,4,43,1,2026-01-19 18:12:41
ENG-070318,IMP-152223,FNP-U09509,AD-009,CMP-003,hover,15,11,2,2026-01-20 18:30:57
ENG-081769,IMP-031717,FNP-U09509,AD-009,CMP-003,scroll,24,51,3,2026-01-27 21:53:18
ENG-089909,IMP-176475,FNP-U09509,AD-014,CMP-004,click,1,41,1,2026-02-04 18:34:02
ENG-031793,IMP-136280,FNP-U09509,AD-018,CMP-005,scroll,49,58,2,2026-02-07 13:05:56
ENG-022549,IMP-123430,FNP-U09509,AD-021,CMP-006,scroll,87,77,1,2026-02-16 06:12:15
ENG-013695,IMP-030402,FNP-U09509,AD-004,CMP-001,hover,5,8,2,2026-03-02 09:29:45
ENG-078831,IMP-073911,FNP-U09509,AD-005,CMP-002,click,4,34,1,2026-03-19 09:47:16
ENG-052516,IMP-103748,FNP-U09510,AD-002,CMP-001,hover,11,10,2,2026-01-08 09:51:01
ENG-088079,IMP-065011,FNP-U09510,AD-007,CMP-002,click,8,45,1,2026-01-30 13:11:41
ENG-028993,IMP-031093,FNP-U09510,AD-011,CMP-003,click,3,25,1,2026-02-19 06:38:25
ENG-045893,IMP-079697,FNP-U09510,AD-019,CMP-005,video_watch,155,71,2,2026-02-20 13:08:24
ENG-015685,IMP-163117,FNP-U09510,AD-001,CMP-001,video_watch,232,61,1,2026-02-23 07:04:23
ENG-094257,IMP-126408,FNP-U09510,AD-004,CMP-001,click,4,57,1,2026-03-01 18:57:50
ENG-082954,IMP-165655,FNP-U09510,AD-007,CMP-002,hover,20,4,2,2026-03-13 21:22:43
ENG-042765,IMP-164129,FNP-U09510,AD-009,CMP-003,scroll,62,84,2,2026-03-15 13:44:33
ENG-050483,IMP-037358,FNP-U09510,AD-018,CMP-005,click,6,57,1,2026-03-18 21:43:07
ENG-012505,IMP-093032,FNP-U09511,AD-001,CMP-001,click,8,26,1,2026-01-11 13:44:01
ENG-059260,IMP-149163,FNP-U09511,AD-005,CMP-002,click,9,51,1,2026-01-22 18:58:55
ENG-020535,IMP-102069,FNP-U09511,AD-022,CMP-006,click,2,53,1,2026-02-02 18:56:24
ENG-097282,IMP-168195,FNP-U09511,AD-014,CMP-004,hover,13,18,1,2026-02-03 18:32:17
ENG-050465,IMP-067879,FNP-U09511,AD-022,CMP-006,scroll,92,65,3,2026-02-07 21:05:57
ENG-056323,IMP-071532,FNP-U09511,AD-006,CMP-002,video_watch,77,58,1,2026-02-08 13:09:19
ENG-045236,IMP-078503,FNP-U09511,AD-004,CMP-001,click,8,55,1,2026-02-27 09:34:59
ENG-061472,IMP-085453,FNP-U09511,AD-006,CMP-002,scroll,112,62,2,2026-03-03 18:47:17
ENG-078688,IMP-040960,FNP-U09511,AD-019,CMP-005,video_watch,116,62,1,2026-03-18 09:39:47
ENG-048949,IMP-130160,FNP-U09511,AD-001,CMP-001,video_watch,117,77,1,2026-03-26 18:12:27
ENG-041166,IMP-142039,FNP-U09512,AD-001,CMP-001,scroll,41,75,2,2026-01-13 13:04:23
ENG-093110,IMP-009862,FNP-U09512,AD-012,CMP-003,click,3,52,1,2026-01-16 18:23:51
ENG-047388,IMP-134068,FNP-U09512,AD-004,CMP-001,click,4,25,1,2026-01-18 06:15:04
ENG-090676,IMP-092238,FNP-U09512,AD-015,CMP-004,click,7,46,1,2026-01-19 13:37:03
ENG-094936,IMP-063411,FNP-U09512,AD-010,CMP-003,click,5,11,1,2026-01-22 13:58:38
ENG-023641,IMP-164185,FNP-U09512,AD-017,CMP-005,scroll,114,51,2,2026-02-20 06:36:24
ENG-004888,IMP-148449,FNP-U09512,AD-004,CMP-001,hover,20,15,1,2026-02-27 13:59:00
ENG-068329,IMP-007042,FNP-U09512,AD-008,CMP-002,hover,7,16,1,2026-03-11 13:45:52
ENG-066122,IMP-091806,FNP-U09512,AD-006,CMP-002,video_watch,46,89,1,2026-03-13 13:28:23
ENG-012920,IMP-042326,FNP-U09512,AD-008,CMP-002,scroll,84,58,2,2026-03-28 13:10:24
ENG-021635,IMP-187176,FNP-U09512,AD-004,CMP-001,hover,14,6,2,2026-03-28 18:22:05
ENG-029085,IMP-152749,FNP-U09513,AD-008,CMP-002,hover,5,18,2,2026-01-04 18:15:30
ENG-077044,IMP-054178,FNP-U09513,AD-013,CMP-004,hover,11,20,2,2026-01-05 18:08:12
ENG-042647,IMP-018147,FNP-U09513,AD-006,CMP-002,scroll,95,66,1,2026-01-08 09:43:31
ENG-011390,IMP-193846,FNP-U09513,AD-010,CMP-003,hover,14,14,1,2026-01-16 18:37:58
ENG-025457,IMP-182986,FNP-U09513,AD-015,CMP-004,hover,5,4,1,2026-01-18 13:42:23
ENG-096794,IMP-142968,FNP-U09513,AD-017,CMP-005,click,9,53,1,2026-02-04 21:26:21
ENG-075675,IMP-167974,FNP-U09513,AD-003,CMP-001,scroll,87,93,3,2026-02-09 06:10:34
ENG-001671,IMP-056624,FNP-U09513,AD-019,CMP-005,scroll,43,55,3,2026-02-13 06:17:01
ENG-006737,IMP-130180,FNP-U09513,AD-012,CMP-003,hover,15,11,2,2026-02-25 21:56:00
ENG-079500,IMP-170489,FNP-U09513,AD-013,CMP-004,hover,17,14,2,2026-02-26 00:35:45
ENG-063679,IMP-110874,FNP-U09513,AD-004,CMP-001,click,10,26,1,2026-03-17 09:44:27
ENG-089491,IMP-128901,FNP-U09514,AD-017,CMP-005,click,9,51,1,2026-01-02 09:27:04
ENG-035946,IMP-103633,FNP-U09514,AD-011,CMP-003,video_watch,300,62,2,2026-01-24 13:58:52
ENG-048667,IMP-022103,FNP-U09514,AD-004,CMP-001,scroll,114,70,2,2026-01-26 18:51:47
ENG-004817,IMP-074383,FNP-U09514,AD-010,CMP-003,hover,19,14,1,2026-01-26 21:19:26
ENG-087942,IMP-032210,FNP-U09514,AD-021,CMP-006,click,4,47,1,2026-01-28 01:01:05
ENG-035367,IMP-004104,FNP-U09514,AD-004,CMP-001,hover,4,6,1,2026-01-28 13:59:53
ENG-059089,IMP-156879,FNP-U09514,AD-019,CMP-005,video_watch,93,39,1,2026-01-30 06:21:48
ENG-025325,IMP-016657,FNP-U09514,AD-009,CMP-003,click,8,33,1,2026-02-07 13:59:29
ENG-041574,IMP-190364,FNP-U09514,AD-002,CMP-001,click,2,28,1,2026-02-16 13:17:26
ENG-087381,IMP-175938,FNP-U09514,AD-004,CMP-001,click,5,46,1,2026-02-22 14:00:11
ENG-021095,IMP-060904,FNP-U09514,AD-015,CMP-004,hover,9,12,1,2026-02-24 18:48:39
ENG-044763,IMP-007342,FNP-U09514,AD-004,CMP-001,scroll,37,98,1,2026-03-07 00:15:35
ENG-093405,IMP-021869,FNP-U09515,AD-010,CMP-003,scroll,37,44,2,2026-01-23 13:30:13
ENG-060425,IMP-125729,FNP-U09515,AD-021,CMP-006,click,5,21,1,2026-02-10 21:25:04
ENG-025659,IMP-133089,FNP-U09515,AD-001,CMP-001,video_watch,163,47,1,2026-02-14 13:59:11
ENG-076379,IMP-066613,FNP-U09515,AD-017,CMP-005,video_watch,245,32,1,2026-03-04 13:49:22
ENG-040975,IMP-182933,FNP-U09515,AD-001,CMP-001,click,5,30,1,2026-03-16 09:38:33
ENG-022406,IMP-156137,FNP-U09515,AD-021,CMP-006,click,3,36,1,2026-03-22 13:09:13
ENG-048229,IMP-063622,FNP-U09516,AD-003,CMP-001,click,1,10,1,2026-01-08 09:08:31
ENG-019675,IMP-085294,FNP-U09516,AD-022,CMP-006,click,4,46,1,2026-01-17 18:17:05
ENG-069886,IMP-171240,FNP-U09516,AD-011,CMP-003,click,3,32,1,2026-02-04 21:23:23
ENG-066883,IMP-131800,FNP-U09516,AD-002,CMP-001,scroll,93,81,3,2026-02-06 13:27:14
ENG-027185,IMP-008950,FNP-U09516,AD-008,CMP-002,hover,13,17,1,2026-02-11 09:39:17
ENG-003558,IMP-096182,FNP-U09516,AD-007,CMP-002,click,1,29,1,2026-03-04 09:44:15
ENG-016313,IMP-011526,FNP-U09516,AD-007,CMP-002,click,2,22,1,2026-03-05 13:21:36
ENG-016664,IMP-056854,FNP-U09516,AD-007,CMP-002,hover,9,20,2,2026-03-09 18:35:36
ENG-097474,IMP-022167,FNP-U09516,AD-021,CMP-006,scroll,68,92,3,2026-03-11 13:43:09
ENG-088366,IMP-122624,FNP-U09516,AD-008,CMP-002,click,5,14,1,2026-03-15 06:44:50
ENG-053202,IMP-059907,FNP-U09516,AD-008,CMP-002,click,7,53,1,2026-03-26 13:26:03
ENG-063718,IMP-084336,FNP-U09516,AD-007,CMP-002,click,4,11,1,2026-03-30 21:39:00
ENG-065369,IMP-084853,FNP-U09517,AD-001,CMP-001,scroll,87,56,2,2026-01-04 00:45:14
ENG-070675,IMP-000604,FNP-U09517,AD-001,CMP-001,scroll,66,84,1,2026-01-12 13:15:41
ENG-056051,IMP-137058,FNP-U09517,AD-013,CMP-004,hover,8,10,2,2026-01-20 13:22:39
ENG-062608,IMP-173416,FNP-U09517,AD-014,CMP-004,hover,17,5,1,2026-01-26 18:55:05
ENG-070851,IMP-081599,FNP-U09517,AD-009,CMP-003,scroll,85,71,3,2026-02-13 09:10:59
ENG-086117,IMP-150132,FNP-U09517,AD-014,CMP-004,hover,15,8,1,2026-02-15 00:13:57
ENG-017190,IMP-071016,FNP-U09517,AD-008,CMP-002,scroll,85,98,3,2026-02-21 21:44:25
ENG-089885,IMP-071819,FNP-U09517,AD-021,CMP-006,click,8,55,1,2026-02-26 09:31:44
ENG-006246,IMP-160625,FNP-U09517,AD-006,CMP-002,click,9,32,1,2026-03-01 09:16:08
ENG-092873,IMP-030533,FNP-U09517,AD-011,CMP-003,scroll,19,45,2,2026-03-05 18:30:35
ENG-049698,IMP-089829,FNP-U09517,AD-008,CMP-002,hover,19,2,1,2026-03-24 06:15:39
ENG-017216,IMP-007939,FNP-U09517,AD-001,CMP-001,video_watch,116,78,1,2026-03-25 14:16:08
ENG-075126,IMP-153675,FNP-U09517,AD-021,CMP-006,click,3,54,1,2026-03-29 18:24:39
ENG-060578,IMP-188331,FNP-U09518,AD-022,CMP-006,click,2,49,1,2026-01-20 09:39:42
ENG-042443,IMP-054661,FNP-U09518,AD-017,CMP-005,video_watch,127,32,2,2026-01-24 13:17:36
ENG-015094,IMP-014155,FNP-U09518,AD-010,CMP-003,click,7,59,1,2026-01-27 13:24:50
ENG-059493,IMP-069004,FNP-U09518,AD-012,CMP-003,hover,17,20,2,2026-02-02 13:27:00
ENG-009644,IMP-129991,FNP-U09518,AD-005,CMP-002,hover,5,15,1,2026-02-16 13:38:22
ENG-094103,IMP-135124,FNP-U09518,AD-018,CMP-005,video_watch,218,86,2,2026-02-23 09:51:40
ENG-055903,IMP-165155,FNP-U09518,AD-008,CMP-002,scroll,13,88,1,2026-02-25 09:57:21
ENG-042281,IMP-108461,FNP-U09518,AD-012,CMP-003,hover,10,4,1,2026-03-07 13:13:26
ENG-067652,IMP-187783,FNP-U09518,AD-001,CMP-001,click,2,12,1,2026-03-08 18:40:31
ENG-093872,IMP-044890,FNP-U09518,AD-012,CMP-003,scroll,96,87,2,2026-03-22 09:11:07
ENG-054596,IMP-010650,FNP-U09518,AD-005,CMP-002,click,2,59,1,2026-03-25 00:36:40
ENG-037457,IMP-037311,FNP-U09519,AD-008,CMP-002,click,1,36,1,2026-01-17 21:20:40
ENG-070640,IMP-139868,FNP-U09519,AD-001,CMP-001,video_watch,265,48,2,2026-03-04 13:23:52
ENG-046736,IMP-091241,FNP-U09519,AD-004,CMP-001,hover,19,9,2,2026-03-16 13:13:44
ENG-038365,IMP-146550,FNP-U09519,AD-009,CMP-003,click,10,19,1,2026-03-18 21:20:18
ENG-038341,IMP-050694,FNP-U09520,AD-017,CMP-005,scroll,21,68,3,2026-01-01 09:44:37
ENG-086161,IMP-032481,FNP-U09520,AD-001,CMP-001,click,3,20,1,2026-01-19 13:06:32
ENG-017759,IMP-084195,FNP-U09520,AD-013,CMP-004,click,6,41,1,2026-01-20 13:43:51
ENG-087840,IMP-057103,FNP-U09520,AD-017,CMP-005,scroll,72,85,3,2026-01-20 21:23:51
ENG-021619,IMP-016180,FNP-U09520,AD-004,CMP-001,hover,2,2,2,2026-01-26 00:09:01
ENG-057615,IMP-068114,FNP-U09520,AD-005,CMP-002,scroll,106,73,2,2026-02-08 09:10:09
ENG-033550,IMP-155424,FNP-U09520,AD-019,CMP-005,click,2,60,1,2026-03-03 18:57:58
ENG-035955,IMP-001084,FNP-U09520,AD-017,CMP-005,video_watch,170,23,2,2026-03-13 13:40:25
ENG-033686,IMP-037945,FNP-U09520,AD-005,CMP-002,click,1,52,1,2026-03-13 18:48:15
ENG-091307,IMP-043308,FNP-U09521,AD-003,CMP-001,hover,19,8,2,2026-01-17 18:30:17
ENG-045866,IMP-045329,FNP-U09521,AD-011,CMP-003,scroll,95,75,2,2026-01-23 13:21:53
ENG-098418,IMP-125551,FNP-U09521,AD-006,CMP-002,scroll,96,78,2,2026-01-31 18:38:39
ENG-060628,IMP-198469,FNP-U09521,AD-004,CMP-001,scroll,41,44,3,2026-02-05 09:40:11
ENG-070427,IMP-139620,FNP-U09521,AD-003,CMP-001,scroll,76,52,3,2026-02-13 13:59:27
ENG-090775,IMP-108099,FNP-U09521,AD-021,CMP-006,click,1,33,1,2026-03-22 13:05:01
ENG-079982,IMP-079859,FNP-U09521,AD-003,CMP-001,hover,15,10,2,2026-03-27 18:38:28
ENG-061876,IMP-174028,FNP-U09521,AD-010,CMP-003,hover,11,10,2,2026-03-29 18:32:25
ENG-028110,IMP-085802,FNP-U09522,AD-008,CMP-002,scroll,61,67,2,2026-01-01 18:10:48
ENG-072105,IMP-131231,FNP-U09522,AD-003,CMP-001,scroll,32,46,2,2026-01-01 21:43:57
ENG-008197,IMP-032001,FNP-U09522,AD-022,CMP-006,video_watch,164,49,1,2026-01-10 18:32:07
ENG-053433,IMP-010973,FNP-U09522,AD-002,CMP-001,hover,3,19,1,2026-01-13 18:45:03
ENG-096206,IMP-137737,FNP-U09522,AD-004,CMP-001,scroll,83,100,2,2026-01-16 21:45:24
ENG-047127,IMP-174994,FNP-U09522,AD-021,CMP-006,scroll,69,92,1,2026-01-30 21:07:10
ENG-026881,IMP-188024,FNP-U09522,AD-003,CMP-001,scroll,15,57,2,2026-02-08 13:13:42
ENG-082138,IMP-031770,FNP-U09522,AD-009,CMP-003,hover,15,7,1,2026-02-18 00:55:23
ENG-089981,IMP-154460,FNP-U09522,AD-008,CMP-002,hover,12,1,2,2026-03-05 13:37:42
ENG-007088,IMP-061576,FNP-U09522,AD-009,CMP-003,click,1,51,1,2026-03-09 06:44:07
ENG-098985,IMP-071708,FNP-U09522,AD-017,CMP-005,click,3,22,1,2026-03-20 22:00:04
ENG-072539,IMP-095840,FNP-U09522,AD-011,CMP-003,scroll,83,87,1,2026-03-24 18:15:16
ENG-000450,IMP-047284,FNP-U09522,AD-003,CMP-001,scroll,91,93,3,2026-03-30 13:36:38
ENG-091178,IMP-101377,FNP-U09523,AD-017,CMP-005,video_watch,258,27,2,2026-02-11 00:18:57
ENG-083277,IMP-183343,FNP-U09523,AD-001,CMP-001,click,4,50,1,2026-03-09 18:58:06
ENG-081665,IMP-015241,FNP-U09523,AD-022,CMP-006,scroll,84,48,1,2026-03-10 21:13:58
ENG-076575,IMP-101792,FNP-U09524,AD-019,CMP-005,click,6,35,1,2026-01-08 09:56:23
ENG-098748,IMP-085445,FNP-U09524,AD-012,CMP-003,scroll,15,88,3,2026-01-18 13:13:08
ENG-060938,IMP-177683,FNP-U09524,AD-022,CMP-006,scroll,96,99,2,2026-01-19 18:35:19
ENG-028706,IMP-102202,FNP-U09524,AD-001,CMP-001,click,1,41,1,2026-02-04 06:27:44
ENG-014700,IMP-034890,FNP-U09524,AD-022,CMP-006,scroll,76,72,1,2026-02-18 13:15:51
ENG-013789,IMP-018089,FNP-U09524,AD-014,CMP-004,click,9,50,1,2026-02-24 18:53:42
ENG-013697,IMP-054217,FNP-U09524,AD-012,CMP-003,scroll,15,58,1,2026-03-01 13:52:47
ENG-053240,IMP-035846,FNP-U09524,AD-004,CMP-001,scroll,55,68,3,2026-03-09 18:16:54
ENG-066676,IMP-029941,FNP-U09524,AD-016,CMP-004,click,6,12,1,2026-03-11 13:53:56
ENG-062586,IMP-193949,FNP-U09524,AD-013,CMP-004,click,4,12,1,2026-03-21 13:52:41
ENG-023240,IMP-117082,FNP-U09525,AD-009,CMP-003,hover,8,15,1,2026-01-24 00:50:02
ENG-090270,IMP-132040,FNP-U09525,AD-018,CMP-005,video_watch,57,23,2,2026-01-28 13:24:52
ENG-043950,IMP-101346,FNP-U09525,AD-012,CMP-003,click,10,53,1,2026-02-02 09:58:37
ENG-016784,IMP-137140,FNP-U09525,AD-004,CMP-001,click,4,17,1,2026-02-06 14:00:57
ENG-001593,IMP-142721,FNP-U09525,AD-017,CMP-005,click,6,51,1,2026-02-24 21:53:42
ENG-085253,IMP-073183,FNP-U09525,AD-021,CMP-006,scroll,66,86,3,2026-03-04 18:15:26
ENG-045519,IMP-015660,FNP-U09525,AD-004,CMP-001,scroll,81,48,3,2026-03-04 21:54:58
ENG-071377,IMP-030602,FNP-U09525,AD-005,CMP-002,click,5,29,1,2026-03-12 09:46:58
ENG-086739,IMP-155539,FNP-U09525,AD-020,CMP-005,scroll,100,73,3,2026-03-23 13:22:34
ENG-030789,IMP-060224,FNP-U09525,AD-008,CMP-002,click,4,39,1,2026-03-27 09:37:51
ENG-052817,IMP-038007,FNP-U09525,AD-014,CMP-004,hover,13,19,2,2026-03-28 18:58:59
ENG-056916,IMP-108576,FNP-U09525,AD-004,CMP-001,click,1,13,1,2026-03-31 09:19:20
ENG-055502,IMP-012392,FNP-U09526,AD-016,CMP-004,click,2,35,1,2026-01-04 06:42:30
ENG-018792,IMP-081459,FNP-U09526,AD-020,CMP-005,scroll,50,49,1,2026-01-13 18:13:39
ENG-006248,IMP-124475,FNP-U09526,AD-005,CMP-002,hover,9,12,1,2026-01-25 09:28:13
ENG-077527,IMP-153750,FNP-U09526,AD-018,CMP-005,scroll,61,88,1,2026-02-02 09:19:53
ENG-045430,IMP-030206,FNP-U09526,AD-010,CMP-003,hover,10,15,2,2026-02-09 18:25:09
ENG-004380,IMP-103208,FNP-U09526,AD-013,CMP-004,hover,11,4,2,2026-02-28 18:52:42
ENG-022877,IMP-060403,FNP-U09526,AD-014,CMP-004,hover,16,13,2,2026-02-28 21:48:59
ENG-005117,IMP-186312,FNP-U09526,AD-002,CMP-001,scroll,67,70,3,2026-03-09 09:50:20
ENG-014555,IMP-159122,FNP-U09526,AD-011,CMP-003,click,4,14,1,2026-03-10 13:58:09
ENG-004202,IMP-117652,FNP-U09526,AD-008,CMP-002,scroll,62,48,1,2026-03-12 13:24:12
ENG-029513,IMP-069627,FNP-U09526,AD-022,CMP-006,click,9,45,1,2026-03-17 09:20:32
ENG-000791,IMP-195925,FNP-U09526,AD-015,CMP-004,hover,4,16,2,2026-03-22 13:17:23
ENG-032188,IMP-076242,FNP-U09526,AD-008,CMP-002,hover,5,6,1,2026-03-23 09:13:10
ENG-082809,IMP-170288,FNP-U09526,AD-001,CMP-001,click,1,23,1,2026-03-30 09:57:53
ENG-033864,IMP-115105,FNP-U09526,AD-013,CMP-004,hover,15,9,1,2026-03-31 18:51:52
ENG-079902,IMP-146889,FNP-U09527,AD-021,CMP-006,hover,2,15,2,2026-01-05 06:26:20
ENG-010727,IMP-113144,FNP-U09527,AD-019,CMP-005,video_watch,272,38,1,2026-01-05 18:34:36
ENG-040704,IMP-195076,FNP-U09527,AD-001,CMP-001,click,3,15,1,2026-01-12 18:20:17
ENG-071856,IMP-020056,FNP-U09527,AD-007,CMP-002,hover,15,12,2,2026-01-15 09:26:56
ENG-010464,IMP-028767,FNP-U09527,AD-010,CMP-003,click,1,46,1,2026-01-20 18:48:31
ENG-013931,IMP-032880,FNP-U09527,AD-012,CMP-003,hover,5,14,2,2026-01-23 09:14:59
ENG-034902,IMP-112613,FNP-U09527,AD-010,CMP-003,click,6,56,1,2026-01-23 13:47:53
ENG-036588,IMP-184867,FNP-U09527,AD-004,CMP-001,click,9,28,1,2026-02-02 13:27:35
ENG-012590,IMP-187591,FNP-U09527,AD-004,CMP-001,scroll,17,74,3,2026-02-06 09:09:07
ENG-002804,IMP-144253,FNP-U09527,AD-005,CMP-002,scroll,115,94,1,2026-02-17 18:24:43
ENG-027331,IMP-047699,FNP-U09527,AD-012,CMP-003,scroll,97,86,1,2026-02-21 09:16:52
ENG-053817,IMP-150509,FNP-U09527,AD-004,CMP-001,scroll,67,74,1,2026-02-22 21:48:26
ENG-039732,IMP-190850,FNP-U09527,AD-008,CMP-002,click,2,45,1,2026-02-25 21:12:11
ENG-062646,IMP-049065,FNP-U09527,AD-012,CMP-003,scroll,104,67,3,2026-02-27 13:52:29
ENG-081329,IMP-143602,FNP-U09527,AD-011,CMP-003,click,2,38,1,2026-03-01 09:26:06
